listing_year,title,author,detail_url,title_eng,language,faculty,programme,department,submitted,defended,abstract,key_words,pdf_url,abstract_length,is_ai_focused_zero_shot,ai_confidence_zero_shot,is_ai_focused_llm,ai_confidence_llm,is_ai_focused
2020,RecruBot: Návrh HR Chatbota,nová denisa,https://vskp.vse.cz/80074_recrubot-navrh-hr-chatbota?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2020&page=12,recrubot: designing an hr chatbot,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra informačních technologií,10. 5. 2020,16. 6. 2020,"the aim of this bachelor thesis is to design a chatbot named recrubot that will inform potential candidates about the company’s job opportunities. this work includes well described finalized design of the chatbot, including its structure, functionalities and components. necessary components for chatbot construction are researched and consequently discussed. the resulting design is then evaluated based on predetermined requirements and based on conducted interview with university students of various fields of study.",conversation agent; artificial intelligence; chatbot; recrubot; design,https://insis.vse.cz/zp/71120,520,False,0.6380236148834229,False,0.67,False
2021,Recommender system pro B2B data,zajda tomáš,https://vskp.vse.cz/83516_recommender-system-pro-b2b-data?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2021&page=4,recommender system for b2b data,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra informačních technologií,10. 5. 2021,23. 8. 2021,"this bachelors thesis examines the topic of practical recommender systems. the document consists of both theoretical and practical parts.  the theoretical part starts by describing and defining the concept of a recommender system. then the history and development of these systems are briefly described. the main concepts and design approaches are introduced based on several publications about the topic. the strengths and weaknesses of each design approach are considered.  one of these approaches is chosen, specifically the content-based approach, with the help of the facts described in the theoretical part. the principles of this approach are used to design a practical recommender system that proposes potential customers to sales representatives in the b2b market. the input of this algorithm are real-world data from the czech market provided by a company with experience and expertise in this field.  the first result of the practical part of the thesis is an automated algorithm that recommends companies to sales representatives based on their historical behavior. the second result is a web interface created to configure and test the algorithm. the last part of the thesis evaluates the created solution and proposes future steps to further develop and improve it.",recommender system; content-based filtering; e-commerce,https://insis.vse.cz/zp/74467,1279,False,0.655167281627655,False,0.0,False
2021,Podpora v reportovaní a registrace bosenských emigrantů pro Velvyslanectví Bosny a Hercegoviny v Praze,josipović ivona,https://vskp.vse.cz/83458_podpora-v-reportovani-a-registrace-bosenskych-emigrantu-pro-velvyslanectvi-bosny-a-hercegoviny-v-praze?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2021&page=5,support in reporting and registration of bosnian emigrants for the embassy of bosnia and herzegovina in prague,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra informačních technologií,10. 5. 2021,24. 6. 2021,"the main goal of this bachelor&apos;s thesis, which focuses on analyzing the needs and problems of the embassy of bosnia and herzegovina in prague, is to create an application for adding and editing records and building a dynamic dashboard according to the established needs. the main goal is to create a sw application for emigrant registration and reporting. in the theoretical part, the author explains the basic concepts of data visualization, dashboards, and its creation principles. this section also includes an introductory chapter on the embassy of bosnia and herzegovina in prague. the practical part defines the needs and criteria for creating a system and dashboard, determined by an interview with the staff of the embassy of bosnia and herzegovina in prague. the main benefit and result of this part will be a functional application and dashboard, created with the recommended principles from the thesis&apos;s theoretical part. in the last part, user testing verifies the application and dashboard functionality and whether users can easily utilize them.",embassy; emigrants; dashboard; data,https://insis.vse.cz/zp/75410,1069,False,0.6220225691795349,False,0.0,False
2021,Vývoj systému na správu serviscníh požadavků s využitím Microsoft 365,houdek štěpán,https://vskp.vse.cz/82633_vyvoj-systemu-na-spravu-serviscnih-pozadavku-s-vyuzitim-microsoft-365?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2021&page=6,developing field service management system using microsoft 365,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra informačních technologií,27. 4. 2021,23. 6. 2021,"small and medium enterprises in czechia significantly lack behind in integration of digital technology compared to large enterprises. many of the small companies still rely on paper and pen or excel sheets to assign work, keep records of employees’ working hours and work-related information which is not only time-consuming but often leads to erroneous results. the aim of this bachelor thesis is to assess the feasibility of development and implementation of a field service management system by a non-developer accessible to small and medium enterprises.  the development of the system is formalized by using some practices of the agile modeling while information pertaining to the development is stored using the diary-driven development approach. the development is led by a single person using only tools available in the microsoft 365 package. after the development is finished, the system is implemented in a small enterprise. to test the hypothesis that a small enterprise will accept such system, an expectation confirmation theory is used to assess the satisfaction of the end consumer. the hypothesis is confirmed by excellent customer feedback.",power apps; power platform; bookings; field service management,https://insis.vse.cz/zp/73092,1157,False,0.6666838526725769,False,0.0,False
2021,Podpora veganství. Účinky filmové propagandy.,dontsova ekaterina,https://vskp.vse.cz/83376_podpora-veganstvi-ucinky-filmove-propagandy?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2021&page=8,promoting veganism. the effects of film propaganda,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra multimédií,9. 5. 2021,22. 6. 2021,"the topic of propaganda in cinematography has been explored by many because of the opportunity movies have to influence peoples’ opinions. particularly effective at this task are documentaries. vegan propaganda seems to be underrepresented in studies conducted to determine its influence. the theoretical part of the thesis defines propaganda tools according to the institute for propaganda analysis. moreover, in the fourth and fifth chapters, i look into the devices used to influence the audiences of nazi and soviet propaganda. after defining the most effective tools, in the practical part, i analyse propaganda traits in the recent successful film “seaspiracy”, which brings up the topic of sustainable fishing. moreover, i focus on the filmmaking techniques and expressive means of cinematography that helped to convey the message of the film. this part of the thesis continues with quantitative research, particularly survey research. its goal is to understand whether the audience of the film was able to recognise propaganda in the movie. the thesis offers empirical data, that show the level of the effectiveness of propaganda. the result of the research shows that out of 30 people who ate fish before watching the movie, 21 did consider changing their eating habits.",vegan propaganda; transfer; plain folks ; montage; false dilemma,https://insis.vse.cz/zp/72429,1279,False,0.6364902257919312,False,0.0,False
2021,Využití rozšířené reality s gamifikačními prvky pro marketing na sociálních sítích,sittová gabriela,https://vskp.vse.cz/83538_vyuziti-rozsirene-reality-s-gamifikacnimi-prvky-pro-marketing-na-socialnich-sitich?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2021&page=9,use of augmented reality with gamification elements for marketing on social networks,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra multimédií,10. 5. 2021,17. 6. 2021,"this bachelor thesis’ topic is assessing the current state of ar. it focuses on the historical development of this technology and its current use for marketing purposes on social networks. the thesis contains an analysis of the program for ar effects creation - spark ar by facebook, the process of creation of interactive ar effect with gamification elements that can be used in the commercial sphere, and a description of the implementation of the effect on social media and its evaluation.",augmented reality; spark ar; ar effects; social networks,https://insis.vse.cz/zp/72591,492,False,0.7113624215126038,False,0.0,False
2021,Návrh elektronického volebního systému využívající technologii blockchain,tkačik vladislav,https://vskp.vse.cz/83537_navrh-elektronickeho-volebniho-systemu-vyuzivajici-technologii-blockchain?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2021&page=10,design of an electronic election system using blockchain technology,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra informačních technologií,10. 5. 2021,16. 6. 2021,"this thesis deals with e-voting and designing an appropriate e-voting system based on blockchain technology for elections in the czech republic and its parliament election. this thesis consists of a research of e-voting systems and a practical part, which consists of designing the voting system itself. in the first part, the first goal is to provide information and knowledge upon which the practical part of this thesis is based on. the author will acquire this information by an in-depth analysis of electronic voting and by studying already realised e-voting systems as well as voting systems based on blockchain and also their design proposals. the second goal is to create a suitable design of a voting system based on blockchain by using knowledge acquired in the first part.",electronic elections; digital election system; blockchain; blockchain elections; elections; design of a blockchain election system,https://insis.vse.cz/zp/72607,783,False,0.8076521158218384,False,0.0,False
2021,Samoobslužné BI řešení pro podporu řízení farmakovigilančních signálů,petrášová jaroslava,https://vskp.vse.cz/83421_samoobsluzne-bi-reseni-pro-podporu-rizeni-farmakovigilancnich-signalu?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2021&page=11,self-service business intelligence solution to pharmacovigilance signal management,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra informačních technologií,10. 5. 2021,16. 6. 2021,"the main goal of this thesis is to analyse signal management processes within pharmaceutical industry companies and then to propose a self-service business intelligence solution which could be used to streamline the processes.  theoretical part of the thesis introduces the science of pharmacovigilance focusing on signal management processes and outlines the eu regulatory framework and legal requirements. practical part then contains the analysis of the processes and guidelines. based on the results of this analysis, proposes an ssbi solution. the main contribution of this thesis is development of an integrated and centralised tool for standardized tracking of information regarding adverse events caused by a medicine throughout their lifecycle. this tool with various dashboards enables the management to monitor compliance metrics, facilitate resource management and provide a visual overview for the companies as well as for the clients. implementation of this solution could lead to improvement of decision-making skills of its stakeholders, leading to a consistent process void of scattering to protect patients and public health.",self service business intelligence; ssbi; pharmacovigilance; power bi,https://insis.vse.cz/zp/75860,1143,False,0.5208680629730225,False,0.0,False
2021,Loosely Symmetric Neural Network Implementation,formánková lucie,https://vskp.vse.cz/83364_loosely-symmetric-neural-network-implementation?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2021&page=14,loosely symmetric neural network implementation,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra informačního a znalostního inženýrství,9. 5. 2021,14. 6. 2021,"insufficient or imbalanced data are a common issue, e.g., in healthcare where the data is limited to protect personal data and privacy. this imbalance results in classifiers&apos; poor performance as they usually prioritize the majority class during classification.  the artificial neural network requires a large amount of well-prepared balanced data. human beings, on the other hand, can extract new information even from a few. this thesis deals with the implementation of cognitive biases into neural networks, which should help the model imitate human learning. the loosely symmetric model designed by taniguchi et al. had been tested before by authors in the language r and achieved the best results from all tested models. during this thesis, the implementation was created in python as there is no other available.  the thesis contains a theoretical introduction to machine learning, the fit algorithm of the neural network, the loosely symmetric model description, including created variants, and the evaluation. during the evaluation of the spam classification, the new lsnn implementation managed to keep up with the model lsnb and even achieved better performance than the elsnb model, which performed best on the same dataset in previous research. however, the method of &quot;enhancement&quot; is not clearly explained in the original description. therefore, it is unknown whether this model is the correct implementation of the original design of the lsnn model. this implementation of the lsnn model proved its potential. however, the fit process could be further extended with the method of early stopping.",cognitive biases; imbalanced data; artificial neural network; spam,https://insis.vse.cz/zp/73714,1623,True,0.9189422726631165,True,0.95,True
2021,Využití volně dostupných projektů pro sestavení integrované chytré domácnosti,marhan michal,https://vskp.vse.cz/82019_vyuziti-volne-dostupnych-projektu-pro-sestaveni-integrovane-chytre-domacnosti?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2021&page=30,use of open source projects to build an integrated smart home,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra systémové analýzy,12. 12. 2020,28. 1. 2021,"the consumer market with smart home products is expanding. to create a smart home in the past was to use expensive proprietary solutions from smart home integrators. today, many smart home devices can be bought in ordinary stores with computer electronics. but this market is still in its infancy. there is no single unified protocol, which would be used across all those available devices. the goal defined by the author in this paper is to create a design of a smart home hub using open-source software, which can even today integrate devices across different protocols. paper is split into theoretical and practice part. it starts with an overview of the current state of the market, then explaining the chosen methodology of system design. the analysis phase looks into details of protocols used in smart home devices, their available open-source implementations, and other software needed to make the smart home hub work. based on the analysis the paper proceeds into the practical part when a proposal of the solution is devised, and every chosen component of the system is described. in the next phase, every step in the implementation process is documented. the final phase then tests the implementation against testing scenarios, which verifies readiness of the implementation and its ability to be moved into a production environment. the system successfully passes the test phase and is already used in one running instance. the result is a local smart home hub, which integrates devices across protocols and allows their control from one unified graphic interface.",containers; internet of things; interoperability; open source; integration; smart home,https://insis.vse.cz/zp/71823,1576,False,0.7028883099555969,False,0.0,False
2022,Předpověď výnosu pšenice pomocí regresního přístupu,kuzdas vojtěch,https://vskp.vse.cz/86254_predpoved-vynosu-psenice-pomoci-regresniho-pristupu?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2022&page=6,wheat yield prediction using a regression approach,english,fakulta informatiky a statistiky,aplikovaná informatika,katedra statistiky a pravděpodobnosti,8. 5. 2022,24. 6. 2022,"this bachelor thesis explores the applicability of linear and tree regression models in predicting the true yield of wheat crops in the south moravian and ústí nad labem regions in the czech republic. thesis pairs sentinel-2 satellite imagery with single-season post-harvest yield data into a 10x10m grid. yield data are split into percentile and manually filtered datasets. two vegetation indices, ndvi and evi, are extracted from satellite imagery and used as the primary independent variables in model training. some models use additional post-harvest variables as independent variables. simple and multiple linear regression and tree regression with bagging are done to predict the true yield. all models across all datasets are compared using standard r2 and mse statistics. models based on heavily filtered datasets achieve r2 values in the upper range of 0.92. models based on less filtered datasets achieve r2 values of 0.65. however, the industrial applicability of constructed models requires further discussion due to potential issues (e.g. overfitting). tree-based models showed better performance over linear regression models. although perceived promisingly, tree-bagging did not prove to be effective on the given data.",yield prediction; remote sensing; precision agriculture; linear regression; regression trees; bagging,https://insis.vse.cz/zp/79596,1234,False,0.726551353931427,False,0.0,False
2022,Investiční rozhodování za podmínek nejistoty na základě internetových doporučení,šumníková alžběta,https://vskp.vse.cz/86338_investicni-rozhodovani-za-podminek-nejistoty-na-zaklade-internetovych-doporuceni?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2022&page=6,investment decision making under uncertainty based on internet recommendations,english,fakulta informatiky a statistiky,kvantitativní metody v ekonomice,katedra ekonometrie,8. 5. 2022,23. 6. 2022,"the main objective of this bachelor thesis is to make investment portfolios based on recommendations from internet news servers. due to high inflation, there is a growing interest in investing even among less involved people, who often follow such suggestions. firstly, articles are analyzed, and investment instruments are selected. next, based on the methodology, a statistical overview of historical data is shown, and the simulated values of portfolio returns and risks are generated according to the relevant probability distribution, taking into account regular investment. the resulting parameters are used to optimize a portfolio. the portfolio is composed of disparate investment instruments, such as investment into water, gold, agricultural land, stocks of cez company, and stocks of a fond following the s&p 500 index. the results show that online articles provide a helpful overview but not appropriate recommendations. according to news portals and optimization, investing in agricultural land is the most advantageous.",internet news server;  ivestment decision making; markowitz model;  monte carlo simulation; portfolio optimalization,https://insis.vse.cz/zp/76883,1033,False,0.6870110034942627,False,0.0,False
2022,Modelování volatility směnných kurzů v Latinské Americe pomocí EGARCH s body zlomů,lagos cordova marcial javier,https://vskp.vse.cz/86532_modelovani-volatility-smennych-kurzu-v-latinske-americe-pomoci-egarch-s-body-zlomu?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2022&page=6,modelling exchange rates volatility in latinamerica using egarch with points of change,english,fakulta informatiky a statistiky,kvantitativní metody v ekonomice,katedra ekonometrie,9. 5. 2022,23. 6. 2022,"this work aims to investigate whether major political events like corruption scandals, presidential impeachment processes or general elections could be associated to points of structural breaks in the volatility of exchange rates in latin america. those break points are endogenously determined using the iterated cumulated sums of squares (icss) algorithm proposed by inclan and tiao (1994).   since exchange rates are asset prices, finding the effect of shocks in the volatility persistence is important for building accurate asset pricing models. then, because it better captures asymmetric characteristics of volatility, the egarch(1,1) model introduced by nelson (1991) is used to evaluate whether persistence in volatility is reduced after accounting for those breakpoints.",iccs algorithm; egarch models; persistence in volatility,https://insis.vse.cz/zp/74819,779,False,0.5139387249946594,False,0.0,False
2022,Návrh testovacích případů pro mobilní aplikaci Pilulka,zhiliaeva alesia,https://vskp.vse.cz/86287_navrh-testovacich-pripadu-pro-mobilni-aplikaci-pilulka?type=Bakal%C3%A1%C5%99sk%C3%A1+pr%C3%A1ce&year=2022&page=6,"test case design for the mobile application pilulka ""pill""",english,fakulta informatiky a statistiky,aplikovaná informatika,katedra informačních technologií,8. 5. 2022,23. 6. 2022,the aim of this thesis is to design test cases for the mobile application pilulka - an online pharmacy solution. the thesis is divided into seven chapters. the first chapter deals with software requirements. the second chapter summarizes test analysis methods and the design of test cases. the third chapter details the use of test management tools and outlines one of them. the fourth chapter is dedicated to the presentation of the tested mobile application and the analysis of selected requirements. the fifth chapter focuses on test cases using specification-based techniques. the sixth chapter contains the design of test cases derived from the functional requirements listed in this work. the last chapter demonstrates the practical application of test cases inside of the test management tool.,test cases; software requirements; mobile application testing; mobile application,https://insis.vse.cz/zp/78962,800,False,0.6997734904289246,False,0.0,False
